,FilmID,Tittel,Sjanger
981,996,Assault on Precinct 13 (1976),Action|Thriller
982,997,Halloween: The Curse of Michael Myers (1995),Horror|Thriller
983,998,Thirty-Two Short Films About Glenn Gould (1993),Documentary
984,999,High Fidelity (2000),Comedy
985,1000,Boricua's Bond (2000),Drama
986,1001,Two Family House (2000),Drama
987,1002,Poltergeist (1982),Horror|Thriller
988,1003,All Quiet on the Western Front (1930),War
989,1004,Judgment Night (1993),Action
990,1005,"Story of Xinghua, The (1993)",Drama
991,1006,Seventh Heaven (Le Septième ciel) (1997),Drama|Romance
992,1007,Mulholland Falls (1996),Crime|Film-Noir|Thriller
993,1008,"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)",Comedy|Horror
994,1009,"Bye Bye, Love (1995)",Comedy
995,1010,Groundhog Day (1993),Comedy|Romance
996,1011,"Stupids, The (1996)",Comedy
997,1012,"Grapes of Wrath, The (1940)",Drama
998,1013,"Little Mermaid, The (1989)",Animation|Children's|Comedy|Musical|Romance
999,1014,Five Easy Pieces (1970),Drama
1000,1015,Three Seasons (1999),Drama
1001,1016,Panther (1995),Drama
1002,1017,Sliding Doors (1998),Drama|Romance
1003,1018,Fled (1996),Action|Adventure
1004,1019,"Ring, The (1927)",Drama
1005,1020,Sunshine (1999),Drama
1006,1021,"Perils of Pauline, The (1947)",Comedy
1007,1022,"Cat from Outer Space, The (1978)",Children's|Comedy|Sci-Fi
1008,1023,Heartbreak Ridge (1986),Action|War
1009,1024,Mute Witness (1994),Thriller
1010,1025,"Replacement Killers, The (1998)",Action|Thriller
1011,1026,"Greatest Show on Earth, The (1952)",Drama
1012,1027,"Turning, The (1992)",Drama
1013,1028,Brokedown Palace (1999),Drama
1014,1029,Exorcist II: The Heretic (1977),Horror
1015,1030,Primary Colors (1998),Drama
1016,1031,Mary Shelley's Frankenstein (1994),Drama|Horror
1017,1032,Scent of a Woman (1992),Drama
1018,1033,Jackie Chan's First Strike (1996),Action
1019,1034,Son of Flubber (1963),Children's|Comedy
1020,1035,Showgirls (1995),Drama
1021,1036,To Gillian on Her 37th Birthday (1996),Drama|Romance
1022,1037,Henry Fool (1997),Comedy|Drama
1023,1038,I'll Never Forget What's 'is Name (1967),Comedy|Drama
1024,1039,Children of the Damned (1963),Horror|Sci-Fi|Thriller
1025,1040,"Shooter, The (1995)",Action
1026,1041,Mo' Better Blues (1990),Drama
1027,1042,Sleeper (1973),Comedy|Sci-Fi
1028,1043,Abbott and Costello Meet Frankenstein (1948),Comedy|Horror
1029,1044,Poltergeist III (1988),Horror|Thriller
1030,1045,Floating (1997),Drama
1031,1046,Naked (1993),Drama
1032,1047,Cool Runnings (1993),Comedy
1033,1048,"Abominable Snowman, The (1957)",Horror|Sci-Fi
1034,1049,Black Sunday (La Maschera Del Demonio) (1960),Horror
1035,1050,Song of Freedom (1936),Drama
1036,1051,Blood & Wine (1997),Drama
1037,1052,Going My Way (1944),Comedy
1038,1053,Three Colors: Red (1994),Drama
1039,1054,"Cry, the Beloved Country (1995)",Drama
1040,1055,'Night Mother (1986),Drama
1041,1056,"Slumber Party Massacre III, The (1990)",Horror
1042,1057,Carrington (1995),Drama|Romance
1043,1058,Fargo (1996),Crime|Drama|Thriller
1044,1059,Muriel's Wedding (1994),Comedy|Romance
1045,1060,"Cool Dry Place, A (1998)",Drama
1046,1061,"Longest Day, The (1962)",Action|Drama|War
1047,1062,"Adventures of Robin Hood, The (1938)",Action|Adventure
1048,1063,Gremlins 2: The New Batch (1990),Comedy|Horror
1049,1064,Two Girls and a Guy (1997),Comedy|Drama
1050,1065,Ripe (1996),Drama
1051,1066,Nô (1998),Drama
1052,1067,Hear My Song (1991),Comedy
1053,1068,Midnight Cowboy (1969),Drama
1054,1069,"Hudsucker Proxy, The (1994)",Comedy|Romance
1055,1071,Gothic (1986),Drama|Horror
1056,1072,Everyone Says I Love You (1996),Comedy|Musical|Romance
1057,1073,Rough Magic (1995),Drama|Romance
1058,1074,You've Got Mail (1998),Comedy|Romance
1059,1075,Blood Beach (1981),Action|Horror
1060,1076,Body Snatchers (1993),Horror|Sci-Fi|Thriller
1061,1077,Tie Me Up! Tie Me Down! (1990),Drama
1062,1078,Whatever Happened to Aunt Alice? (1969),Crime|Thriller
1063,1079,"Clan of the Cave Bear, The (1986)",Drama
1064,1080,Son of Dracula (1943),Horror
1065,1081,Creepshow 2 (1987),Horror
1066,1082,Gold Diggers: The Secret of Bear Mountain (1995),Adventure|Children's
1067,1083,"Program, The (1993)",Action|Drama
1068,1084,Relax... It's Just Sex (1998),Comedy
1069,1085,Bushwhacked (1995),Comedy
1070,1086,Out of Sight (1998),Action|Crime|Romance
1071,1087,Careful (1992),Comedy
1072,1088,2 Days in the Valley (1996),Crime
1073,1089,Places in the Heart (1984),Drama
1074,1090,Shampoo (1975),Comedy|Romance
1075,1091,"Paper, The (1994)",Comedy|Drama
1076,1092,Young Guns (1988),Action|Comedy|Western
1077,1093,Get Carter (2000),Action|Drama|Thriller
1078,1094,Fly Away Home (1996),Adventure|Children's
1079,1095,Boys Life (1995),Drama
1080,1096,Meet John Doe (1941),Drama
1081,1097,Ace Ventura: Pet Detective (1994),Comedy
1082,1098,Miracle on 34th Street (1994),Drama
1083,1099,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller
1084,1100,Little Nemo: Adventures in Slumberland (1992),Animation|Children's
1085,1101,"Basketball Diaries, The (1995)",Drama
1086,1102,Pocahontas (1995),Animation|Children's|Musical|Romance
1087,1103,Grumpier Old Men (1995),Comedy|Romance
1088,1104,Meatballs 4 (1992),Comedy
1089,1105,Fever Pitch (1997),Comedy|Romance
1090,1106,Made in America (1993),Comedy
1091,1107,Diabolique (1996),Drama|Thriller
1092,1108,Outside Ozona (1998),Drama|Thriller
1093,1109,"Ghost and the Darkness, The (1996)",Action|Adventure
1094,1110,Last Man Standing (1996),Action|Drama|Western
1095,1111,Marvin's Room (1996),Drama
1096,1112,Back to the Future Part II (1989),Comedy|Sci-Fi
1097,1113,"Long Kiss Goodnight, The (1996)",Action|Thriller
1098,1114,Drive Me Crazy (1999),Comedy|Romance
1099,1115,Touki Bouki (Journey of the Hyena) (1973),Drama
1100,1116,Four Days in September (1997),Drama
1101,1117,Runaway (1984),Sci-Fi|Thriller
1102,1118,"Friend of the Deceased, A (1997)",Comedy|Drama
1103,1119,Ride with the Devil (1999),Drama|Romance|War
1104,1120,"Tic Code, The (1998)",Drama
1105,1121,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy
1106,1122,Drop Dead Gorgeous (1999),Comedy
1107,1124,Nightwatch (1997),Horror|Thriller
1108,1125,"Chambermaid on the Titanic, The (1998)",Romance
1109,1126,"Hungarian Fairy Tale, A (1987)",Fantasy
1110,1127,Candleshoe (1977),Adventure|Children|Comedy
1111,1128,What Ever Happened to Baby Jane? (1962),Drama|Thriller
1112,1129,Gone in 60 Seconds (2000),Action|Crime
1113,1130,MURDER and murder (1996),Crime|Drama|Mystery
1114,1131,It's a Wonderful Life (1946),Drama
1115,1132,Just Cause (1995),Mystery|Thriller
1116,1133,Graveyard Shift (1990),Horror|Thriller
1117,1134,No Small Affair (1984),Comedy|Romance
1118,1135,Planet of the Apes (1968),Action|Sci-Fi
1119,1136,Blue Juice (1995),Comedy|Drama
1120,1137,Notting Hill (1999),Comedy|Romance
1121,1138,Pokémon: The First Movie (1998),Animation|Children's
1122,1139,"Big Blue, The (Le Grand Bleu) (1988)",Adventure|Romance
1123,1140,Head On (1998),Drama
1124,1141,Saboteur (1942),Thriller
1125,1142,In Too Deep (1999),Action|Thriller
1126,1143,"Straight Story, The (1999)",Drama
1127,1144,"Portrait of a Lady, The (1996)",Drama
1128,1145,Belle de jour (1967),Drama
1129,1146,Out to Sea (1997),Comedy
1130,1147,Heaven Can Wait (1978),Comedy
1131,1148,Lethal Weapon (1987),Action|Comedy|Crime|Drama
1132,1149,Street Fighter (1994),Action
1133,1150,"Slums of Beverly Hills, The (1998)",Comedy
1134,1151,Deconstructing Harry (1997),Comedy|Drama
1135,1152,"Very Thought of You, The (1998)",Comedy|Romance
1136,1153,Fight Club (1999),Drama
1137,1154,Carmen (1984),Drama
1138,1155,"Big Lebowski, The (1998)",Comedy|Crime|Mystery|Thriller
1139,1156,Bye-Bye (1995),Drama
1140,1157,Children of the Corn II: The Final Sacrifice (1993),Horror
1141,1158,"Relic, The (1997)",Horror
1142,1159,It Came from Outer Space (1953),Sci-Fi
1143,1160,Midnight Dancers (Sibak) (1994),Comedy|Drama
1144,1161,"Best Man, The (1999)",Drama
1145,1162,Washington Square (1997),Drama
1146,1163,Nosferatu a Venezia (1986),Horror
1147,1164,Kolya (1996),Comedy
1148,1165,Down to You (2000),Comedy|Romance
1149,1166,"Beautician and the Beast, The (1997)",Comedy|Romance
1150,1167,Two Crimes (1995),Comedy|Crime|Drama
1151,1168,Say Anything... (1989),Comedy|Drama|Romance
1152,1169,Rear Window (1954),Mystery|Thriller
1153,1170,Event Horizon (1997),Action|Mystery|Sci-Fi|Thriller
1154,1171,Public Access (1993),Drama|Thriller
1155,1172,Girl in the Cadillac (1995),Drama
1156,1173,It Happened One Night (1934),Comedy
1157,1174,Mighty Peking Man (Hsing hsing wang) (1977),Adventure|Sci-Fi
1158,1175,Spartacus (1960),Drama
1159,1176,"39 Steps, The (1935)",Thriller
1160,1177,"Hunchback of Notre Dame, The (1996)",Animation|Children|Musical
1161,1178,Weekend at Bernie's (1989),Comedy
1162,1179,Condorman (1981),Action|Adventure|Children's|Comedy
1163,1180,Love Serenade (1996),Comedy
1164,1181,From Russia with Love (1963),Action
1165,1182,"Late August, Early September (Fin août, début septembre) (1998)",Drama
1166,1183,Superstar (1999),Comedy
1167,1184,Bulworth (1998),Comedy
1168,1185,Following (1998),Drama
1169,1186,Cat on a Hot Tin Roof (1958),Drama
1170,1187,"Me, Myself and Irene (2000)",Comedy
1171,1188,Cool as Ice (1991),Drama
1172,1189,"Bonheur, Le (1965)",Drama
1173,1190,Desperado (1995),Action|Romance|Thriller
1174,1191,Tom & Viv (1994),Drama
1175,1192,"Game, The (1997)",Mystery|Thriller
1176,1193,Dry Cleaning (Nettoyage à sec) (1997),Drama
1177,1194,Pather Panchali (1955),Drama
1178,1195,Star Trek VI: The Undiscovered Country (1991),Action|Adventure|Sci-Fi
1179,1196,"Champ, The (1979)",Drama
1180,1197,"Taming of the Shrew, The (1967)",Comedy
1181,1198,My Science Project (1985),Adventure|Sci-Fi
1182,1199,"Man Without a Face, The (1993)",Drama
1183,1200,Anna Karenina (1997),Drama|Romance
1184,1201,Blue in the Face (1995),Comedy
1185,1202,Cat Ballou (1965),Comedy|Western
1186,1203,Pleasantville (1998),Comedy
1187,1204,Men With Guns (1997),Action|Drama
1188,1205,Big Momma's House (2000),Comedy
1189,1206,Godzilla 2000 (Gojira ni-sen mireniamu) (1999),Action|Adventure|Sci-Fi
1190,1207,Meteor (1979),Sci-Fi
1191,1208,Big Trouble in Little China (1986),Action|Comedy
1192,1209,Hamlet (1964),Drama
1193,1210,"Right Stuff, The (1983)",Drama
1194,1211,My Left Foot (1989),Drama
1195,1212,Cabaret (1972),Musical|War
1196,1213,"Education of Little Tree, The (1997)",Drama
1197,1214,"Peacemaker, The (1997)",Action|Thriller|War
1198,1215,I.Q. (1994),Comedy|Romance
1199,1216,Where the Money Is (2000),Comedy|Drama
1200,1217,"Conformist, The (Il Conformista) (1970)",Drama
1201,1218,Shiloh (1997),Children|Drama
1202,1219,Shadows (Cienie) (1988),Drama
1203,1220,Schindler's List (1993),Drama|War
1204,1221,"Postman Always Rings Twice, The (1981)",Crime|Thriller
1205,1222,"Davy Crockett, King of the Wild Frontier (1955)",Western
1206,1223,Lost in Space (1998),Action|Sci-Fi|Thriller
1207,1224,"Mummy, The (1932)",Horror|Romance
1208,1225,Airport (1970),Drama
1209,1226,Eyes Wide Shut (1999),Drama
1210,1227,Love's Labour's Lost (2000),Comedy|Romance
1211,1228,My Life So Far (1999),Drama
1212,1229,Possession (1981),Drama|Horror
1213,1230,"Slipper and the Rose, The (1976)",Adventure|Musical|Romance
1214,1231,Ransom (1996),Drama|Thriller
1215,1232,"Crow: City of Angels, The (1996)",Action|Thriller
1216,1233,Get on the Bus (1996),Drama
1217,1234,"King and I, The (1999)",Animation|Children
1218,1235,Chungking Express (1994),Drama|Mystery|Romance
1219,1236,Battle for the Planet of the Apes (1973),Action|Sci-Fi
1220,1237,Get Over It (1996),Drama
1221,1238,"Flower of My Secret, The (La Flor de Mi Secreto) (1995)",Drama
1222,1239,In Old California (1942),Western
1223,1240,Hackers (1995),Action|Crime|Thriller
1224,1241,Red Sonja (1985),Action|Adventure
1225,1242,Kama Sutra: A Tale of Love (1996),Romance
1226,1243,Stanley & Iris (1990),Drama|Romance
1227,1244,Election (1999),Comedy
1228,1245,Living in Oblivion (1995),Comedy
1229,1246,Third World Cop (1999),Action
1230,1247,Where's Marlowe? (1999),Comedy
1231,1248,Austin Powers: International Man of Mystery (1997),Comedy
1232,1249,"Karate Kid, The (1984)",Drama
1233,1250,Frankenstein (1931),Horror
1234,1251,Better Than Chocolate (1999),Comedy|Romance
1235,1252,Edge of Seventeen (1998),Comedy|Drama|Romance
1236,1253,Richard III (1995),Drama|War
1237,1254,Maverick (1994),Action|Comedy|Western
1238,1255,Lawn Dogs (1997),Drama
1239,1256,Fear (1996),Thriller
1240,1257,Dante's Peak (1997),Action|Thriller
1241,1258,"Innocent Sleep, The (1995)",Crime
1242,1259,American History X (1998),Drama
1243,1260,So Dear to My Heart (1949),Children's|Drama
1244,1261,Mary Poppins (1964),Children's|Comedy|Musical
1245,1262,Coma (1978),Thriller
1246,1263,24-hour Woman (1998),Drama
1247,1264,After Life (1998),Drama
1248,1265,Killer's Kiss (1955),Film-Noir
1249,1266,Relative Fear (1994),Horror|Thriller
1250,1267,Down in the Delta (1998),Drama
1251,1268,Someone Else's America (1995),Drama
1252,1269,Jade (1995),Thriller
1253,1270,Man of the Year (1995),Documentary
1254,1271,Crimes and Misdemeanors (1989),Comedy
1255,1272,Force 10 from Navarone (1978),Action|War
1256,1273,Nothing Personal (1995),Drama|War
1257,1274,Junior (1994),Comedy|Sci-Fi
1258,1275,Volcano (1997),Drama|Thriller
1259,1276,Scream of Stone (Schrei aus Stein) (1991),Drama
1260,1277,My Name Is Joe (1998),Drama|Romance
1261,1278,Time Tracers (1995),Action|Adventure|Sci-Fi
1262,1279,When Night Is Falling (1995),Drama|Romance
1263,1280,Junk Mail (1997),Comedy|Thriller
1264,1281,Turbulence (1997),Thriller
1265,1282,Repo Man (1984),Comedy|Sci-Fi
1266,1283,"Wedding Gift, The (1994)",Drama
1267,1284,EDtv (1999),Comedy
1268,1285,Batman Returns (1992),Action|Adventure|Comedy|Crime
1269,1286,"Ruling Class, The (1972)",Comedy
1270,1287,Trainspotting (1996),Drama
1271,1288,Excalibur (1981),Action|Drama|Fantasy|Romance
1272,1289,Around the World in 80 Days (1956),Adventure|Comedy
1273,1290,"They Shoot Horses, Don't They? (1969)",Drama
1274,1291,Return with Honor (1998),Documentary
1275,1292,"Zed & Two Noughts, A (1985)",Drama
1276,1293,Synthetic Pleasures (1995),Documentary
1277,1294,"Aristocats, The (1970)",Animation|Children
1278,1295,Happy Weekend (1996),Comedy
1279,1296,Love and Basketball (2000),Drama|Romance
1280,1297,Moonlight and Valentino (1995),Drama|Romance
1281,1298,Cliffhanger (1993),Action|Adventure|Crime
1282,1299,Blue Streak (1999),Comedy
1283,1301,Evita (1996),Drama|Musical
1284,1302,Blues Brothers 2000 (1998),Action|Comedy|Musical
1285,1303,Santa Fe Trail (1940),Drama|Romance|Western
1286,1304,Double Indemnity (1944),Crime|Film-Noir
1287,1305,"Mating Habits of the Earthbound Human, The (1998)",Comedy
1288,1306,"Thousand Acres, A (1997)",Drama
1289,1307,Two Women (La Ciociara) (1961),Drama|War
1290,1308,Love in Bloom (1935),Romance
1291,1309,Bean (1997),Comedy
1292,1310,Desperately Seeking Susan (1985),Comedy|Romance
1293,1311,Willy Wonka and the Chocolate Factory (1971),Adventure|Children|Comedy|Fantasy
1294,1312,Blown Away (1994),Action|Thriller
1295,1313,"Whole Nine Yards, The (2000)",Comedy|Crime
1296,1314,"Morning After, The (1986)",Drama|Mystery
1297,1315,Extremities (1986),Drama|Thriller
1298,1316,Alien (1979),Action|Horror|Sci-Fi|Thriller
1299,1317,Patriot Games (1992),Action|Thriller
1300,1318,Boys and Girls (2000),Comedy|Romance
1301,1319,"Flying Saucer, The (1950)",Sci-Fi
1302,1320,Once Upon a Time... When We Were Colored (1995),Drama
1303,1321,King Kong Lives (1986),Action|Adventure|Horror
1304,1322,Awakenings (1990),Drama
1305,1323,Gabbeh (1996),Drama
1306,1324,From the Journals of Jean Seberg (1995),Documentary
1307,1325,"Natural, The (1984)",Drama
1308,1326,Black Mask (Hak hap) (1996),Action
1309,1327,Heavy (1995),Drama|Romance
1310,1328,"Innocents, The (1961)",Thriller
1311,1329,"Alley Cats, The (1968)",Drama
1312,1330,Rocket Man (1997),Comedy
1313,1331,Death Wish 4: The Crackdown (1987),Action|Drama
1314,1332,Anaconda (1997),Action|Adventure|Thriller
1315,1333,Arlington Road (1999),Thriller
1316,1334,Lost Highway (1997),Mystery
1317,1335,"Walking Dead, The (1995)",Drama|War
1318,1336,Isn't She Great? (2000),Comedy
1319,1337,Mrs. Dalloway (1997),Romance
1320,1338,My Cousin Vinny (1992),Comedy
1321,1339,"Art of War, The (2000)",Action
1322,1340,Being There (1979),Comedy
1323,1341,Licence to Kill (1989),Action
1324,1342,Firelight (1997),Drama
1325,1343,Where the Buffalo Roam (1980),Comedy
1326,1344,Spawn (1997),Action|Adventure|Sci-Fi|Thriller
1327,1345,Where Eagles Dare (1969),Action|Adventure|War
1328,1346,"Rescuers Down Under, The (1990)",Animation|Children's
1329,1347,All Things Fair (1996),Drama
1330,1348,Men Cry Bullets (1997),Drama
1331,1349,Castle Freak (1995),Horror
1332,1350,Executive Decision (1996),Action|Thriller
1333,1351,"Shadow, The (1994)",Action
1334,1352,Empire Records (1995),Comedy|Drama
1335,1353,Mr. Magoo (1997),Comedy
1336,1354,Assassination (1987),Action
1337,1355,"Celebration, The (Festen) (1998)",Drama
1338,1356,Magnolia (1999),Drama
1339,1357,"King and I, The (1956)",Musical
1340,1358,Mouth to Mouth (Boca a boca) (1995),Comedy
1341,1359,"Reluctant Debutante, The (1958)",Comedy|Drama
1342,1360,Dead Calm (1989),Thriller
1343,1361,"Three Ages, The (1923)",Comedy
1344,1362,All the King's Men (1949),Drama
1345,1363,Back to the Future (1985),Comedy|Sci-Fi
1346,1364,"Jerk, The (1979)",Comedy
1347,1365,Salut cousin! (1996),Comedy|Drama
1348,1366,Cape Fear (1962),Film-Noir|Thriller
1349,1367,What's Eating Gilbert Grape (1993),Drama
1350,1368,"Gnome-Mobile, The (1967)",Children's
1351,1369,"7th Voyage of Sinbad, The (1958)",Action|Adventure|Fantasy
1352,1370,E.T. the Extra-Terrestrial (1982),Children|Drama|Fantasy|Sci-Fi
1353,1371,Strangeland (1998),Thriller
1354,1372,Hollow Reed (1996),Drama
1355,1373,"Crucible, The (1996)",Drama
1356,1374,Brother Minister: The Assassination of Malcolm X (1994),Documentary
1357,1375,Everest (1998),Documentary
1358,1376,Big Bully (1996),Comedy|Drama
1359,1377,Little Lord Fauntleroy (1936),Drama
1360,1378,"Mummy's Curse, The (1944)",Horror
1361,1379,High Noon (1952),Western
1362,1380,Bachelor Party (1984),Comedy
1363,1381,Life (1999),Comedy
1364,1382,Bogus (1996),Children|Drama|Fantasy
1365,1383,Maurice (1987),Drama|Romance
1366,1384,Big Fella (1937),Drama|Musical
1367,1385,Some Like It Hot (1959),Comedy|Crime
1368,1386,"Long Goodbye, The (1973)",Crime
1369,1387,Those Who Love Me Can Take the Train (Ceux qui m'aiment prendront le train) (1998),Drama
1370,1388,"Mighty Ducks, The (1992)",Children's|Comedy
1371,1389,One False Move (1991),Thriller
1372,1390,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",Documentary
1373,1391,Weird Science (1985),Comedy
1374,1392,Some Mother's Son (1996),Drama
1375,1393,All About Eve (1950),Drama
1376,1394,"Walk on the Moon, A (1999)",Drama|Romance
1377,1395,"Computer Wore Tennis Shoes, The (1970)",Children's|Comedy
1378,1396,Beloved (1998),Drama
1379,1397,I Went Down (1997),Action|Comedy|Crime
1380,1398,Rough Night in Jericho (1967),Western
1381,1399,Three Colors: White (1994),Drama
1382,1400,Clear and Present Danger (1994),Action|Adventure|Thriller
1383,1401,3 Ninjas: High Noon On Mega Mountain (1998),Action|Children's
1384,1402,Faster Pussycat! Kill! Kill! (1965),Action|Comedy|Drama
1385,1403,Billy's Holiday (1995),Drama
1386,1404,Dial M for Murder (1954),Mystery|Thriller
1387,1405,Flubber (1997),Children's|Comedy|Fantasy
1388,1406,"Land Girls, The (1998)",Drama|War
1389,1407,"Rainmaker, The (1997)",Drama
1390,1408,Eraserhead (1977),Drama|Horror
1391,1409,Xiu Xiu: The Sent-Down Girl (Tian yu) (1998),Drama|Romance
1392,1410,Loser (2000),Comedy|Romance
1393,1411,Thunderball (1965),Action
1394,1412,Tom Jones (1963),Comedy
1395,1413,Music of the Heart (1999),Drama
1396,1414,Champagne (1928),Comedy
1397,1415,Don Juan DeMarco (1995),Comedy|Drama|Romance
1398,1416,Tron (1982),Action|Adventure|Fantasy|Sci-Fi
1399,1417,Ponette (1996),Drama
1400,1418,Shall We Dance? (1937),Comedy|Musical|Romance
1401,1419,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi
1402,1420,Alligator (1980),Action|Horror|Sci-Fi
1403,1421,"Walk in the Clouds, A (1995)",Drama|Romance
1404,1422,Circle of Friends (1995),Drama|Romance
1405,1423,"Glass Shield, The (1994)",Crime|Drama
1406,1424,Melvin and Howard (1980),Drama
1407,1425,Fathers' Day (1997),Comedy
1408,1426,Madonna: Truth or Dare (1991),Documentary
1409,1427,Powder (1995),Drama|Sci-Fi
1410,1428,Dark Command (1940),Western
1411,1429,"Bat, The (1959)",Horror
1412,1430,"Ballad of Narayama, The (Narayama Bushiko) (1958)",Drama
1413,1431,On the Town (1949),Musical
1414,1432,Vermont Is For Lovers (1992),Comedy|Romance
1415,1433,Porky's II: The Next Day (1983),Comedy
1416,1434,Golden Earrings (1947),Adventure|Romance
1417,1435,"Broadway Melody, The (1929)",Musical
1418,1436,Little Buddha (1993),Drama
1419,1437,Free Willy 3: The Rescue (1997),Adventure|Children's|Drama
1420,1438,"City, The (1998)",Drama
1421,1439,My Life (1993),Drama
1422,1440,Rich and Strange (1932),Comedy|Romance
1423,1441,Daughters of the Dust (1992),Drama
1424,1442,I Woke Up Early the Day I Died (1998),Comedy
1425,1443,Faces (1968),Drama
1426,1444,Aparajito (1956),Drama
1427,1445,Dogma (1999),Comedy
1428,1446,Blue Velvet (1986),Drama|Mystery
1429,1447,Denise Calls Up (1995),Comedy
1430,1448,Wonder Boys (2000),Comedy|Drama
1431,1449,Blade (1998),Action|Adventure|Horror
1432,1450,X: The Unknown (1956),Sci-Fi
1433,1451,"Swan Princess, The (1994)",Animation|Children
1434,1452,Gone Fishin' (1997),Comedy
1435,1453,Swimming with Sharks (1995),Comedy|Drama
1436,1454,Seven (Se7en) (1995),Crime|Thriller
1437,1455,Girl 6 (1996),Comedy
1438,1457,"Paper Chase, The (1973)",Drama
1439,1458,"Outsiders, The (1983)",Drama
1440,1459,Richie Rich (1994),Children|Comedy
1441,1460,Inherit the Wind (1960),Drama
1442,1461,Spellbound (1945),Mystery|Romance|Thriller
1443,1462,Pi (1998),Sci-Fi|Thriller
1444,1463,"Night Visitor, The (1970)",Crime|Thriller
1445,1464,Tora! Tora! Tora! (1970),War
1446,1465,Stealing Beauty (1996),Drama
1447,1466,M*A*S*H (1970),Comedy|War
1448,1467,Costa Brava (1946),Drama
1449,1468,Ran (1985),Drama|War
1450,1469,Forever Young (1992),Adventure|Romance|Sci-Fi
1451,1470,Head Above Water (1996),Comedy|Thriller
1452,1472,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller
1453,1473,Class of Nuke 'Em High (1986),Comedy|Horror
1454,1474,Fantasia (1940),Animation|Children|Musical
1455,1475,Eight Days a Week (1997),Comedy
1456,1476,Night of the Living Dead (1968),Horror|Sci-Fi
1457,1477,Carnal Knowledge (1971),Drama
1458,1478,Farinelli: il castrato (1994),Drama|Musical
1459,1479,Meet Joe Black (1998),Romance
1460,1480,"Tie That Binds, The (1995)",Thriller
1461,1481,American Psycho (2000),Comedy|Horror|Thriller
1462,1482,"Philadelphia Story, The (1940)",Comedy|Romance
1463,1483,"Frighteners, The (1996)",Comedy|Horror
1464,1484,Illuminata (1998),Comedy
1465,1485,"I Love You, I Love You Not (1996)",Romance
1466,1486,"Gambler, The (A Játékos) (1997)",Drama
1467,1487,Howard the Duck (1986),Adventure|Children's|Sci-Fi
1468,1488,Pretty Woman (1990),Comedy|Romance
1469,1489,What Planet Are You From? (2000),Comedy|Sci-Fi
1470,1490,Seven Beauties (Pasqualino Settebellezze) (1976),Comedy|Drama
1471,1491,For the Moment (1994),Romance|War
1472,1492,Tank Girl (1995),Action|Comedy|Musical|Sci-Fi
1473,1493,Starship Troopers (1997),Action|Adventure|Sci-Fi|War
1474,1494,April Fool's Day (1986),Comedy|Horror
1475,1495,Amityville: A New Generation (1993),Horror
1476,1496,Another Man's Poison (1952),Crime|Drama
1477,1497,Stuart Saves His Family (1995),Comedy
1478,1498,Amadeus (1984),Drama
1479,1499,"Mummy's Ghost, The (1944)",Horror
1480,1500,Freddy's Dead: The Final Nightmare (1991),Horror
1481,1501,Donnie Brasco (1997),Crime|Drama
1482,1502,Return to Paradise (1998),Drama|Romance
1483,1503,Predator (1987),Action|Sci-Fi|Thriller
1484,1504,Bring It On (2000),Comedy
1485,1505,"Assignment, The (1997)",Thriller
1486,1506,"People vs. Larry Flynt, The (1996)",Drama
1487,1507,Safe Passage (1994),Drama
1488,1508,Cape Fear (1991),Thriller
1489,1509,Raiders of the Lost Ark (1981),Action|Adventure
1490,1510,H.O.T.S. (1979),Comedy
1491,1511,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller
1492,1512,What About Bob? (1991),Comedy
1493,1513,Nothing in Common (1986),Comedy
1494,1515,Among Giants (1998),Drama|Romance
1495,1516,Killing Zoe (1994),Thriller
1496,1517,"Searchers, The (1956)",Western
1497,1518,Make Them Die Slowly (Cannibal Ferox) (1980),Horror
1498,1519,"Thin Line Between Love and Hate, A (1996)",Comedy
1499,1520,Career Girls (1997),Drama
1500,1521,Hard-Boiled (Lashou shentan) (1992),Action|Crime
1501,1522,Beach Party (1963),Comedy
1502,1523,Buffalo 66 (1998),Action|Comedy|Drama
1503,1524,To Die For (1995),Comedy|Drama
1504,1525,Tall Tale (1994),Adventure|Children
1505,1526,"Soldier's Story, A (1984)",Drama
1506,1527,Things Change (1988),Comedy
1507,1528,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War
1508,1529,Extreme Measures (1996),Drama|Thriller
1509,1530,Class (1983),Comedy
1510,1531,"Bank Dick, The (1940)",Comedy
1511,1532,Nutty Professor II: The Klumps (2000),Comedy
1512,1533,Dead Poets Society (1989),Drama
1513,1535,"Soldier's Daughter Never Cries, A (1998)",Drama
1514,1536,Eye for an Eye (1996),Drama|Thriller
1515,1537,"Manchurian Candidate, The (1962)",Film-Noir|Thriller
1516,1538,Hot Lead and Cold Feet (1978),Comedy|Western
1517,1539,Kim (1950),Children|Drama
1518,1540,"Ghost and Mrs. Muir, The (1947)",Drama|Romance
